1;-1;2;
0.999001;-0.998003;1.99401;
0.998004;-0.996012;1.98805;
0.997009;-0.994027;1.98211;
0.996016;-0.992048;1.97619;
0.995025;-0.990075;1.9703;
0.994036;-0.988107;1.96443;
0.993049;-0.986146;1.95858;
0.992063;-0.98419;1.95276;
0.99108;-0.98224;1.94696;
0.990099;-0.980296;1.94118;
0.98912;-0.978358;1.93543;
0.988142;-0.976425;1.92969;
0.987167;-0.974498;1.92399;
0.986193;-0.972577;1.9183;
0.985222;-0.970662;1.91263;
0.984252;-0.968752;1.90699;
0.983284;-0.966848;1.90137;
0.982318;-0.964949;1.89577;
0.981354;-0.963056;1.8902;
0.980392;-0.961169;1.88464;
0.979432;-0.959287;1.87911;
0.978474;-0.957411;1.8736;
0.977517;-0.95554;1.86811;
0.976563;-0.953674;1.86265;
0.97561;-0.951814;1.8572;
0.974659;-0.94996;1.85177;
0.97371;-0.948111;1.84637;
0.972763;-0.946267;1.84099;
0.971817;-0.944429;1.83562;
0.970874;-0.942596;1.83028;
0.969932;-0.940768;1.82496;
0.968992;-0.938946;1.81966;
0.968054;-0.937129;1.81438;
0.967118;-0.935317;1.80912;
0.966184;-0.933511;1.80389;
0.965251;-0.93171;1.79867;
0.96432;-0.929913;1.79347;
0.963391;-0.928123;1.78829;
0.962464;-0.926337;1.78313;
0.961538;-0.924556;1.77799;
0.960615;-0.922781;1.77287;
0.959693;-0.921011;1.76777;
0.958773;-0.919245;1.7627;
0.957854;-0.917485;1.75763;
0.956938;-0.91573;1.75259;
0.956023;-0.91398;1.74757;
0.95511;-0.912235;1.74257;
0.954199;-0.910495;1.73759;
0.953289;-0.90876;1.73262;
0.952381;-0.90703;1.72768;
0.951475;-0.905304;1.72275;
0.95057;-0.903584;1.71784;
0.949668;-0.901869;1.71295;
0.948767;-0.900158;1.70808;
0.947867;-0.898453;1.70323;
0.94697;-0.896752;1.69839;
0.946074;-0.895056;1.69358;
0.94518;-0.893365;1.68878;
0.944287;-0.891678;1.684;
0.943396;-0.889997;1.67924;
0.942507;-0.88832;1.6745;
0.94162;-0.886648;1.66977;
0.940734;-0.88498;1.66506;
0.93985;-0.883318;1.66037;
0.938967;-0.881659;1.6557;
0.938086;-0.880006;1.65104;
0.937207;-0.878357;1.64641;
0.93633;-0.876713;1.64179;
0.935454;-0.875074;1.63718;
0.934579;-0.873439;1.6326;
0.933707;-0.871809;1.62803;
0.932836;-0.870183;1.62348;
0.931967;-0.868562;1.61894;
0.931099;-0.866945;1.61442;
0.930233;-0.865333;1.60992;
0.929368;-0.863725;1.60544;
0.928505;-0.862122;1.60097;
0.927644;-0.860523;1.59652;
0.926784;-0.858929;1.59208;
0.925926;-0.857339;1.58767;
0.925069;-0.855754;1.58326;
0.924214;-0.854173;1.57888;
0.923361;-0.852596;1.57451;
0.922509;-0.851024;1.57015;
0.921659;-0.849456;1.56582;
0.92081;-0.847892;1.5615;
0.919963;-0.846333;1.55719;
0.919118;-0.844777;1.5529;
0.918274;-0.843227;1.54863;
0.917431;-0.84168;1.54437;
0.91659;-0.840138;1.54012;
0.915751;-0.8386;1.5359;
0.914913;-0.837066;1.53169;
0.914077;-0.835537;1.52749;
0.913242;-0.834011;1.52331;
0.912409;-0.83249;1.51914;
0.911577;-0.830973;1.51499;
0.910747;-0.82946;1.51086;
0.909918;-0.827951;1.50674;
0.909091;-0.826447;1.50263;
0.908265;-0.824946;1.49854;
0.907441;-0.823449;1.49446;
0.906618;-0.821957;1.4904;
0.905797;-0.820469;1.48636;
0.904977;-0.818984;1.48232;
0.904159;-0.817504;1.47831;
0.903342;-0.816028;1.47431;
0.902527;-0.814555;1.47032;
0.901713;-0.813087;1.46634;
0.900901;-0.811623;1.46238;
0.90009;-0.810162;1.45844;
0.899281;-0.808706;1.45451;
0.898473;-0.807253;1.45059;
0.897666;-0.805805;1.44669;
0.896861;-0.80436;1.4428;
0.896057;-0.802919;1.43892;
0.895255;-0.801482;1.43506;
0.894454;-0.800049;1.43121;
0.893655;-0.79862;1.42738;
0.892857;-0.797194;1.42356;
0.892061;-0.795773;1.41976;
0.891266;-0.794355;1.41596;
0.890472;-0.792941;1.41218;
0.88968;-0.79153;1.40842;
0.888889;-0.790124;1.40466;
0.8881;-0.788721;1.40093;
0.887312;-0.787322;1.3972;
0.886525;-0.785927;1.39349;
0.88574;-0.784535;1.38979;
0.884956;-0.783147;1.3861;
0.884173;-0.781763;1.38243;
0.883392;-0.780382;1.37877;
0.882613;-0.779005;1.37512;
