262144
0	26587.40624999996	0
1	-4161.885689914469	6956.473028815671
2	-6701.01547102639	-3310.696100047345
3	2874.63568681805	1313.328564126186
4	-3146.761941378025	-2062.260401166209
6	-443.1175013002114	1042.965170100642
8	-1323.972725120128	414.1713395499147
503	-697.6988636585738	-728.5756991592425
504	1451.427415766717	1008.64738567882
506	-835.972904005007	-1403.688373206607
508	3605.906945873684	-1425.091035835297
510	933.1102103954261	-1302.512288879419
511	8682.597928707173	1148.273406416587
512	-3161.550477864196	-2038.329833386659
513	-7304.843010835483	4085.222157005454
514	-1959.288918420546	809.6134708659392
515	-1679.068612234808	-1020.091733546901
517	1174.869866387737	614.09323259238
1018	1266.793300985776	46.28526103484213
1019	-787.6980362169578	1042.765336388943
1020	-923.908378837911	-2250.32551643893
1021	1963.790516331798	1716.44016500152
1022	-2685.613075127893	1362.425509146351
1024	-5243.858713148657	5032.873966124445
1025	-1239.579730792854	-2934.861846241083
1026	2357.534845030397	-807.8272737596369
1027	1035.94025389891	458.9539355899636
1028	1798.046025356812	-1043.501003070348
1030	1094.709089136738	-1392.742573559177
1527	754.6456873937287	-993.3941548754403
1528	-370.6303515354525	2422.297298561714
1529	-238.557150180609	-1387.783415795369
1531	-1273.264988065388	1333.090486441212
1532	1846.408838788881	-151.2920949395428
1533	-2571.842238083936	90.89035190649254
1534	1234.851886550139	173.5176736443367
1535	1110.554212285869	-22.53248995403092
1536	-1236.143592061542	-2762.558552912531
1537	1180.056474639799	212.1547569871333
1539	967.3416820871057	-1667.370301521506
2041	-30.42659550179005	-1272.419853503798
2042	-78.26399827498248	1333.206294638819
2043	732.5840763378853	-1375.76019705684
2044	-474.9801633686866	-1851.846202449238
2045	2.790642719886569	1518.616156242711
2046	1362.21334282166	-800.1586838372162
2047	-1504.79590426793	449.9023990606362
2048	-2197.666161211634	846.9573002654033
2049	1239.92859245657	-1974.48619901783
2050	1765.680213223524	229.7403098325482
2052	-1214.875873858065	355.332688906751
2543	-468.872890697879	-1025.52229244684
2550	-686.5093414015555	-801.0073928785125
2551	1106.730708058562	601.4712019335946
2554	678.5981304410918	840.6166666808646
2556	-960.349971420581	710.5543623815713
2561	-589.7467571203273	-927.789233761868
2562	2036.975226445109	118.7744848463735
2564	-601.8512582945414	976.3319802539903
3064	-979.0424031987221	-622.8744073366171
3065	387.7204342355916	1440.411904796629
3070	1173.135952781178	-640.5027575511727
3072	-1161.887321058599	550.3068820510517
3075	-1120.216199385286	60.93345993457545
3577	1061.528210046225	-710.614056522598
3587	-198.1875905200905	1233.958037900342
3589	468.0976322166221	-1406.456856236295
4098	-617.8766646979095	1356.836414368743
4100	1012.376669704386	-1513.193677381497
4595	1077.966851645583	-590.7437406727045
4610	888.0766587310972	-534.200822376069
5119	-223.6636297985167	1274.418132428737
5121	869.4199278632765	-788.6464231706186
257023	869.4199278632752	788.6464231706199
257025	-223.6636297985155	-1274.418132428737
257534	888.0766587310966	534.2008223760698
257549	1077.966851645583	590.7437406727056
258044	1012.376669704384	1513.193677381498
258046	-617.8766646979084	-1356.836414368743
258555	468.0976322166203	1406.456856236296
258557	-198.1875905200888	-1233.958037900342
258567	1061.528210046224	710.6140565225988
259069	-1120.216199385286	-60.93345993457691
259072	-1161.887321058599	-550.3068820510521
259074	1173.135952781177	640.5027575511739
259079	387.7204342355934	-1440.411904796629
259080	-979.0424031987227	622.8744073366161
259580	-601.85125829454	-976.331980253991
259582	2036.975226445109	-118.7744848463715
259583	-589.746757120329	927.7892337618667
259588	-960.3499714205808	-710.5543623815722
259590	678.5981304410925	-840.6166666808637
259593	1106.730708058563	-601.4712019335932
259594	-686.5093414015565	801.0073928785118
259601	-468.8728906978803	1025.522292446839
260092	-1214.875873858065	-355.3326889067523
260094	1765.680213223524	-229.7403098325463
260095	1239.928592456568	1974.48619901783
260096	-2197.666161211634	-846.9573002654043
260097	-1504.795904267929	-449.9023990606375
260098	1362.213342821658	800.1586838372172
260099	2.790642719887999	-1518.616156242712
260100	-474.9801633686884	1851.846202449237
260101	732.584076337884	1375.760197056841
260102	-78.26399827498106	-1333.206294638819
260103	-30.4265955017914	1272.419853503798
260605	967.3416820871047	1667.370301521507
260607	1180.056474639798	-212.1547569871327
260608	-1236.143592061544	2762.558552912531
260609	1110.554212285869	22.53248995403332
260610	1234.851886550139	-173.5176736443355
260611	-2571.842238083936	-90.89035190649503
260612	1846.408838788881	151.2920949395452
260613	-1273.264988065387	-1333.090486441214
260615	-238.5571501806101	1387.783415795369
260616	-370.63035153545	-2422.297298561715
260617	754.6456873937273	993.3941548754414
261114	1094.709089136737	1392.742573559178
261116	1798.046025356811	1043.50100307035
261117	1035.940253898911	-458.9539355899625
261118	2357.534845030395	807.8272737596398
261119	-1239.579730792858	2934.861846241081
261120	-5243.858713148656	-5032.873966124447
261122	-2685.613075127892	-1362.425509146353
261123	1963.7905163318	-1716.440165001518
261124	-923.9083788379133	2250.325516438929
261125	-787.6980362169566	-1042.765336388944
261126	1266.793300985776	-46.28526103484076
261627	1174.869866387738	-614.0932325923789
261629	-1679.068612234809	1020.0917335469
261630	-1959.288918420545	-809.6134708659413
261631	-7304.843010835477	-4085.222157005463
261632	-3161.550477864196	2038.329833386657
261633	8682.597928707173	-1148.273406416578
261634	933.1102103954246	1302.512288879421
261636	3605.906945873682	1425.0910358353
261638	-835.972904005008	1403.688373206606
261640	1451.427415766718	-1008.647385678819
261641	-697.698863658575	728.5756991592418
262136	-1323.972725120128	-414.171339549916
262138	-443.117501300211	-1042.965170100642
262140	-3146.761941378027	2062.260401166207
262141	2874.635686818051	-1313.328564126183
262142	-6701.015471026393	3310.696100047338
262143	-4161.885689914459	-6956.473028815674
